genes	logFC	logCPM	LR	PValue	FDR								
H4	1.175638268	1.078489299	9.275663608	0.002322185	0.022962461								
LOC100847567	-0.377137991	5.353354613	9.275410459	0.002322506	0.022962461								
ANKRD55	-0.860910257	1.164012547	9.274698944	0.002323409	0.022962461								
ST6GALNAC6	0.625490735	3.576439529	9.274614257	0.002323516	0.022962461								
KIAA2022	-1.164383445	0.978094803	9.274302502	0.002323912	0.022962461								
ENPP4	0.451155402	4.504514134	9.272595524	0.002326078	0.022968246								
ACTR1B	-0.458800732	4.095007197	9.269077399	0.002330551	0.022996772								
NSMAF	0.345183484	6.071288928	9.257371103	0.002345495	0.02312852								
ZKSCAN5	-0.43022874	5.379736854	9.244035957	0.002362636	0.023275988								
NKAPL	-1.295880082	0.727636699	9.243247048	0.002363655	0.023275988								
ZNF827	-0.537071168	4.850461733	9.241980676	0.00236529	0.02327631								
SLC8B1	0.480142399	6.842232137	9.22121602	0.002392266	0.02352397								
PLGRKT	0.47654911	5.04596629	9.220122313	0.002393696	0.02352397								
AKAP1	0.353396255	5.472402383	9.217405903	0.00239725	0.023533361								
BMP6	1.081680332	0.110452911	9.216915802	0.002397892	0.023533361								
PTPN7	-0.468856402	6.07664366	9.212031548	0.002404297	0.023549459								
TMEM163	-0.799709814	3.452433472	9.211683699	0.002404754	0.023549459								
RHOB	0.670438654	5.369136899	9.211126567	0.002405486	0.023549459								
TMEM144	0.642500703	3.581569177	9.210722607	0.002406017	0.023549459								
1-Sep	-0.434860586	7.271957615	9.203130141	0.002416017	0.023618261								
ACP5	-0.496701331	6.558199455	9.202916515	0.002416298	0.023618261								
LOC534742	0.437009635	5.239406975	9.2004503	0.002419556	0.023634197								
TNFRSF11A	-1.198643685	0.754373233	9.19796115	0.002422848	0.023650452								
HCST	-0.730629915	4.045456181	9.186955852	0.002437459	0.023777097								
GMFB	0.356756819	6.179640901	9.180085	0.002446627	0.023850504								
PAK1	0.43341445	5.838005213	9.177938136	0.002449498	0.023862482								
SLC25A19	0.499419205	6.136494817	9.17419328	0.002454515	0.023895332								
ANO2	-1.000668863	2.719323687	9.170890664	0.002458949	0.023922458								
RP2	0.417768743	6.106039926	9.168179624	0.002462594	0.023941886								
PPA1	0.371339232	5.977909228	9.161641926	0.002471407	0.024008475								
KIFC2	-0.980011382	1.933898927	9.160648715	0.002472749	0.024008475								
UAP1L1	-0.700128248	2.852081021	9.150434894	0.00248659	0.024111102								
SLIT1	-1.530445768	-0.068880594	9.149631956	0.002487681	0.024111102								
KRBA2	-0.539025195	3.494576859	9.149177473	0.002488299	0.024111102								
KLHL3	0.478922422	5.221030258	9.14007292	0.002500711	0.024215222								
ELMO1	-0.593217774	7.256623739	9.134688237	0.002508082	0.024270413								
PKM	0.400475342	9.089261675	9.124577975	0.002521981	0.02438866								
EXOSC10	-0.331235626	6.320912231	9.114975522	0.002535253	0.024500703								
LOC101904172	-0.669329344	2.32649634	9.107553483	0.002545561	0.024583959								
IL20RB	-0.941167179	1.493243355	9.10436559	0.002550001	0.024610479								
CAPN1	-0.314726301	7.113658403	9.102499197	0.002552605	0.024619246								
TRERF1	-0.556984582	5.817359021	9.099483912	0.002556816	0.02463251								
ANKRD50	0.640023731	3.280516269	9.098625869	0.002558016	0.02463251								
LOC104975176	-0.794941186	3.629612581	9.09718824	0.002560027	0.02463251								
KLF8	-1.174234291	5.55283571	9.096662405	0.002560764	0.02463251								
SH2D2A	-0.555840581	4.550752004	9.090794334	0.002568993	0.024695314								
SRGAP2	0.540795693	5.08043772	9.085314125	0.002576702	0.024742041								
CD74	0.507110036	11.59384567	9.08406962	0.002578456	0.024742041								
LOC511180	-1.28680618	2.251213985	9.083709632	0.002578964	0.024742041								
TMC6	-0.346697222	7.602443317	9.075023203	0.002591243	0.024843434								
AMPD3	-0.919879495	5.78726531	9.067548193	0.002601857	0.024928742								
C10H15orf41	-0.579332721	4.467040589	9.06559039	0.002604644	0.024938996								
BMP2K	0.357829393	6.883182325	9.060677861	0.002611651	0.024967075								
SLC16A6	0.560570669	6.589141694	9.060131466	0.002612432	0.024967075								
FER	0.57987526	3.924906632	9.059920444	0.002612733	0.024967075								
NUGGC	0.617134391	3.835866424	9.057665938	0.002615957	0.024981443								
SGCA	-1.152716508	1.2223971	9.0533003	0.002622211	0.02502471								
AGAP3	-0.578233682	4.125798554	9.048491913	0.002629116	0.025074136								
DPEP3	-0.832110657	0.901125371	9.036727785	0.002646088	0.025219445								
BAZ2B	-0.517132548	5.702272725	9.034342056	0.002649544	0.02523582								
B3GNT6	1.557907851	-0.293934456	9.030466327	0.002655167	0.025272809								
ZNF865	-0.466892632	4.614701419	9.025561601	0.002662301	0.025309455								
LOC100335642	1.016866166	3.749188685	9.025423466	0.002662502	0.025309455								
CCR6	-0.489957298	3.982224846	9.023433923	0.002665402	0.025320446								
LOC101906756	-0.413763825	4.869613022	9.020087038	0.002670287	0.025350272								
TSLP	2.562795081	0.628935617	9.011149245	0.002683376	0.025457898								
MAPT	-0.994583307	2.263478722	8.985052858	0.002721969	0.025807181								
ZNF32	-0.524504957	3.761780677	8.980611926	0.002728593	0.025853103								
LOC107131975	-0.705021825	2.082471823	8.967794662	0.002747801	0.026018126								
C1H21orf91	0.429953401	7.442022574	8.956393412	0.002765002	0.026163945								
PPOX	-0.457748714	4.285599186	8.955069368	0.002767007	0.026165868								
KIF1C	0.452257454	5.270490349	8.951100014	0.002773026	0.026205723								
NSDHL	0.352152519	4.824430909	8.947719701	0.002778162	0.026237189								
LDLR	0.574112378	5.121714627	8.925906593	0.002811538	0.026534029								
CSGALNACT1	-0.548027308	3.745423233	8.924796858	0.002813246	0.026534029								
DENND6B	-0.597565667	4.038737723	8.920485266	0.002819896	0.026569398								
KBTBD11	-0.735011774	1.885086962	8.919871983	0.002820843	0.026569398								
MXI1	0.445824565	4.948172713	8.918809737	0.002822484	0.026569398								
CA2	1.126057169	2.884384662	8.912501149	0.002832251	0.02664407								
TMEM57	-0.326800883	5.615452618	8.909182937	0.002837402	0.026675251								
STARD8	0.795461028	1.135722837	8.906098189	0.002842199	0.02670026								
GNPTAB	0.414848864	6.527628205	8.905109352	0.002843738	0.02670026								
SUN2	-0.399552761	8.066308928	8.903896179	0.002845628	0.026700744								
TRMT44	-0.416766973	5.566945712	8.894123974	0.002860898	0.026826693								
LOC101904574	0.664427412	3.396828328	8.884824565	0.002875507	0.026946281								
FST	-0.71023064	2.077967163	8.876693859	0.002888341	0.027049102								
RAB18	0.364888806	6.738526309	8.874872143	0.002891225	0.027057344								
LOC788142	-0.771612365	3.178457254	8.873785097	0.002892947	0.027057344								
SCRN2	-0.701107984	3.737073223	8.867159388	0.002903466	0.027138251								
TET1	-0.736004362	3.739392883	8.864136092	0.002908279	0.027165753								
ATXN7L2	-0.591240461	2.807503171	8.862411901	0.002911027	0.027173949								
GALNT7	-0.348083291	6.832992008	8.860756287	0.002913668	0.027181138								
LOC100294954	-1.71158325	0.527435729	8.858880143	0.002916665	0.027190611								
PTK2	-0.400465449	5.35818751	8.856340123	0.002920726	0.027190611								
PTPRH	-0.883111704	1.559479925	8.856215091	0.002920926	0.027190611								
PSMD11	0.317653058	5.740478835	8.855436896	0.002922172	0.027190611								
LOC506486	-1.420583345	0.671693805	8.85090448	0.002929437	0.027240762								
PIK3IP1	-0.424206616	6.777161738	8.845004089	0.002938922	0.027311483								
AHCY	0.548863726	7.956160538	8.841733538	0.002944194	0.027341171								
WDR59	-0.43334325	5.929440436	8.840687374	0.002945882	0.027341171								
P4HTM	-0.515879194	3.499062374	8.83740776	0.00295118	0.027372857								
PEX6	-0.41409484	4.76167329	8.835052155	0.002954992	0.02739072								
LOC107132460	-3.609210547	-0.30276878	8.83370225	0.002957179	0.027393506								
APPL2	-0.390569389	5.740666196	8.828737389	0.002965235	0.027450628								
SLC26A2	0.593651423	4.376338934	8.822166174	0.002975932	0.027532108								
RCSD1	-0.31543055	8.346212892	8.818758848	0.002981494	0.027553436								
SLC22A20	-1.816148673	-0.347430543	8.817020561	0.002984336	0.027553436								
EIF1B	0.849966541	7.768185767	8.816868354	0.002984585	0.027553436								
HDHD3	-0.568460815	4.212756598	8.816110108	0.002985825	0.027553436								
GP6	1.379474901	2.666363469	8.81321286	0.00299057	0.02756468								
PIR	0.770724373	3.547724568	8.813048619	0.002990839	0.02756468								
ZFP1	-0.518542568	3.142128353	8.81100962	0.002994183	0.027578002								
LOC107132697	-0.969982981	1.823392256	8.807399628	0.003000113	0.027615109								
TMEM230	0.346342117	6.27732508	8.797349305	0.003016685	0.027750065								
PLA2G6	-0.524317098	3.445444088	8.793608852	0.003022877	0.02778942								
LOC789374	-1.025392186	1.594100371	8.783885368	0.003039032	0.027920266								
CASP3	0.419480995	4.478728489	8.769946157	0.003062345	0.028116662								
FBXL14	-0.341120261	5.725600775	8.750368741	0.003095395	0.028397627								
SH3RF3	-1.118705063	0.468412244	8.749507657	0.003096857	0.028397627								
SMIM15	0.390639305	5.573151604	8.748328467	0.00309886	0.028398067								
LOC515624	0.733513229	3.319923726	8.74300083	0.003107926	0.028463198								
APC2	-0.909189587	0.67387302	8.740981776	0.00311137	0.028476776								
CD59	0.774158789	5.532338206	8.73640598	0.003119187	0.028530348								
LOC751788	-0.970770669	5.104015629	8.734436484	0.003122558	0.028543207								
LOC101908167	-1.238195429	1.338663566	8.729837222	0.003130444	0.028596608								
TOLLIP	-0.385157267	7.135699672	8.728734932	0.003132338	0.028596608								
SOWAHD	0.566633491	4.741255686	8.726040684	0.00313697	0.028620907								
HMHA1	-0.383714198	8.902454299	8.715948756	0.003154382	0.028761708								
LOC506088	0.708745088	5.798754365	8.714769695	0.003156423	0.02876226								
LOC107132255	-0.861479046	3.843672808	8.711999922	0.003161222	0.028787932								
ACY1	-0.705142766	1.631228946	8.706555415	0.003170678	0.028855947								
PHYKPL	-0.61135432	3.265225215	8.692732221	0.003194814	0.0290574								
SCG5	-0.926246998	2.627953933	8.688819129	0.00320168	0.029101627								
ADAP1	0.382103934	6.199265454	8.673609407	0.003228511	0.029316777								
TOB1	-0.473164695	5.364033907	8.673115221	0.003229387	0.029316777								
CRIP2	-0.377644157	5.260557665	8.665632933	0.003242674	0.029419009								
ATP8B2	-0.408378306	7.25766367	8.660673859	0.00325151	0.029480766								
ZNF184	-0.45234574	4.468914413	8.653576601	0.0032642	0.029577356								
BAIAP3	-1.222629813	0.572151812	8.643778543	0.003281801	0.02971613								
DYRK1B	-0.402908764	5.127963079	8.642388401	0.003284306	0.02971613								
CD44	-0.375697336	7.790115164	8.641641462	0.003285653	0.02971613								
MPPE1	-0.334729823	6.212510946	8.639819853	0.00328894	0.029727347								
IL1R1	-0.592699699	5.989710398	8.637145084	0.003293772	0.029751124								
RFXANK	-0.398254013	5.830272735	8.635658299	0.003296461	0.029751124								
IMPDH2	-0.348048521	5.714368924	8.634965463	0.003297715	0.029751124								
UCKL1	-0.391837262	5.188851035	8.632102062	0.003302902	0.029763622								
GLB1L	0.81991452	1.590293829	8.631938693	0.003303199	0.029763622								
FCER2	-0.548300517	5.733246697	8.628311712	0.003309782	0.029804451								
STIM1	-0.368270442	6.881911769	8.601766429	0.003358371	0.030223259								
DAPP1	0.428634485	6.005515967	8.592078521	0.003376284	0.030365652								
CLASRP	-0.365993227	5.290602182	8.586875398	0.003385945	0.030433694								
PGAM5	0.291756826	5.845919522	8.583393334	0.003392426	0.030457759								
ATF6	0.352431974	5.66820256	8.583183882	0.003392816	0.030457759								
RCOR2	-1.135102368	0.246386387	8.582029057	0.003394968	0.030458256								
MYLIP	-0.365030723	6.340575766	8.577091661	0.003404187	0.03050625								
CST7	-0.494231281	4.321553978	8.576914236	0.003404518	0.03050625								
EMC3	0.423706755	6.810275275	8.572345416	0.003413072	0.030564039								
PTGFRN	0.717745936	4.147025242	8.569569401	0.00341828	0.030591815								
TMCC2	1.302671649	3.35376579	8.567261194	0.003422616	0.030596239								
ATF3	0.68140246	3.321424836	8.566760488	0.003423558	0.030596239								
FAM193B	-0.416409007	5.667304241	8.565943858	0.003425094	0.030596239								
FBXO21	-0.390496927	6.392289909	8.563730017	0.003429261	0.030601058								
TRIM7	0.727050343	2.447162697	8.563419127	0.003429847	0.030601058								
IGHG1	-1.068871651	8.964722052	8.561941804	0.003432631	0.0306071								
TCF4	-0.484312221	6.258504923	8.559518128	0.003437204	0.030629071								
PATZ1	-0.356510443	5.366736311	8.554314098	0.003447044	0.03069792								
SNX7	1.351271168	0.228688729	8.549323067	0.003456507	0.030763339								
LOC100298918	0.98904844	0.922826857	8.547907203	0.003459197	0.030768423								
LOC101906235	-0.990903319	1.02647177	8.536279079	0.003481366	0.030930139								
LGALS4	-0.567557322	3.549301088	8.536137343	0.003481637	0.030930139								
ATG9B	-1.022828042	0.548562474	8.530833661	0.003491797	0.030964801								
IPMK	0.403837395	5.577904426	8.53062403	0.003492199	0.030964801								
ADRBK2	0.635209348	6.170027925	8.529926976	0.003493537	0.030964801								
LOC104973850	-0.681204235	1.91601941	8.528985444	0.003495345	0.030964801								
RNASEH2A	-0.45430286	6.403760794	8.528541399	0.003496198	0.030964801								
ZAK	0.405102904	5.104865129	8.521676563	0.00350941	0.03106288								
HSBP1L1	0.947356188	2.520889318	8.513777084	0.003524677	0.03117901								
LOC101905272	-0.740394003	2.852780164	8.512564361	0.003527027	0.031180806								
NCOA4	0.400078534	7.430746255	8.507016894	0.003537796	0.031256984								
MOXD1	1.838472152	-0.6369612	8.503764244	0.003544125	0.031284874								
CDK5RAP2	-0.364740152	5.928057078	8.503181711	0.00354526	0.031284874								
TUBGCP6	-0.417490902	5.437672886	8.500066651	0.003551335	0.031319452								
MAST1	-0.903858583	1.487379954	8.493760931	0.003563664	0.031409113								
GALM	0.714871841	2.224677145	8.490523384	0.003570011	0.031445972								
LOC613822	0.601154644	3.197881654	8.488370493	0.003574238	0.031451881								
LARP6	-0.976705616	1.570588353	8.487674473	0.003575606	0.031451881								
TAL1	0.488594898	6.773866721	8.486874699	0.003577178	0.031451881								
CARD10	1.284383842	2.460239228	8.483346979	0.003584121	0.031493864								
LOC100847677	0.784014954	1.281527349	8.481909663	0.003586954	0.0314997								
LOC107133472	1.001013072	0.758689019	8.479945151	0.003590829	0.03151468								
CCDC17	-0.556933801	2.963470128	8.47504829	0.003600508	0.031555748								
SNAI3	-0.758971631	2.14861215	8.474434437	0.003601723	0.031555748								
MFAP1	0.33164411	6.220866131	8.473510138	0.003603554	0.031555748								
CHST7	0.827065122	2.510504134	8.472881597	0.003604799	0.031555748								
LOC101907503	1.203557672	-0.429806567	8.472088586	0.003606371	0.031555748								
TPK1	-0.872263799	4.02956129	8.46687184	0.003616729	0.031627324								
ZCCHC3	-0.317640713	5.175836576	8.465555905	0.003619346	0.03163117								
ZBTB8OS	0.308878578	5.531677121	8.455808013	0.003638796	0.031782024								
C23H6orf136	-0.578770229	3.273471331	8.450454761	0.003649522	0.031856552								
AGAP2	-0.337482101	5.839615985	8.444225605	0.003662043	0.031946655								
LOC101904050	1.519191135	-0.730393799	8.44087899	0.003668789	0.031986288								
LOC786224	1.613570648	-0.129957161	8.425623068	0.003699698	0.032236425								
XPO1	0.323974327	7.075505292	8.420203147	0.003710743	0.032313277								
DAPK2	0.816377359	5.519120927	8.414539441	0.003722321	0.032383886								
ST8SIA1	-0.905310282	0.803488034	8.414055942	0.003723311	0.032383886								
VPS4B	0.489061336	5.899540186	8.412482084	0.003726535	0.032392536								
LOC100141145	1.257630969	4.484427238	8.410282397	0.003731047	0.032412355								
YWHAQ	0.380516693	6.881591902	8.409129997	0.003733413	0.032413521								
PARP12	0.482333463	7.145543795	8.407453159	0.003736858	0.032424051								
APOM	-0.594410952	3.816913006	8.404767358	0.003742383	0.032441016								
RNASEL	0.583480331	5.140693676	8.404331592	0.00374328	0.032441016								
STAG3	-0.705096685	4.152647011	8.399459665	0.003753326	0.032508679								
PCED1A	-0.504457537	3.667827939	8.396398021	0.003759652	0.032544072								
CATSPERD	-0.612270001	3.916689251	8.391485701	0.003769827	0.032612704								
LOC104968494	0.53003452	4.661135849	8.389588896	0.003773763	0.032627322								
ZSCAN26	-0.552228525	3.807435107	8.382943306	0.003787586	0.032727353								
FAM213B	-0.725645281	4.920022869	8.3817601	0.003790052	0.032729196								
NPR2	-1.111889873	0.72389327	8.375016637	0.003804141	0.03283134								
LOC101904492	-0.865463152	3.579758909	8.371972901	0.003810517	0.032866843								
TOMM34	-0.322991832	5.810100402	8.367419214	0.003820077	0.032929747								
ZMYM3	-0.448182182	5.213068661	8.365198741	0.003824748	0.032950453								
MLLT3	-0.518272619	4.338418251	8.362061551	0.003831357	0.032987821								
RHOBTB1	0.659278242	3.089537276	8.350623732	0.00385555	0.033152193								
PLOD1	0.511872181	4.258910077	8.349934934	0.003857011	0.033152193								
SYNJ2BP	0.480181323	5.295573695	8.349801443	0.003857295	0.033152193								
CDH20	1.716721431	1.057904704	8.342101351	0.003873677	0.033273303								
SMS	0.446613084	6.486562287	8.337178086	0.003884188	0.033343874								
ASXL1	-0.376692395	6.777509526	8.335792766	0.003887151	0.033349599								
TAP2	0.407459242	7.108442318	8.326421159	0.003907256	0.033502297								
IFT122	-0.61831379	2.088862619	8.321246522	0.003918402	0.033578048								
INPP5F	0.358632739	6.078420218	8.313459536	0.003935236	0.033687727								
LOC515917	2.081267881	4.216877843	8.313181088	0.00393584	0.033687727								
ATP12A	-1.669420548	-0.844287275	8.308264712	0.003946508	0.033744795								
C7H5orf15	0.349841954	6.337595817	8.307967555	0.003947154	0.033744795								
DMD	-1.041872977	1.114515754	8.305873568	0.003951707	0.03376385								
NFIX	1.09279028	-0.116886681	8.30379779	0.003956226	0.03378259								
LOC526865	0.755994079	1.373136225	8.287901311	0.003991009	0.034043442								
SLC13A4	1.994493901	-0.491739303	8.28769521	0.003991462	0.034043442								
TMEM220	1.568300505	0.335437056	8.285265007	0.003996807	0.034069028								
C1QA	0.817735149	4.79881968	8.275349998	0.004018692	0.034235481								
RILPL2	0.704609617	8.989189327	8.273710685	0.004022322	0.034246319								
LOC104969159	-0.546993455	2.730489954	8.269513865	0.00403163	0.034305463								
FAM96A	0.42456431	6.019021619	8.268306278	0.004034312	0.03430819								
ASCL4	0.868054039	1.526097157	8.264123347	0.004043618	0.034329142								
CLCF1	-0.98021941	1.76699232	8.263861663	0.004044201	0.034329142								
PEPD	0.398743464	5.995159933	8.262501862	0.004047231	0.034329142								
AMN1	-0.396536256	6.153834318	8.262409584	0.004047437	0.034329142								
BFSP2	0.590087568	3.500423916	8.261891005	0.004048593	0.034329142								
SPHK1	0.594088673	5.537626249	8.257564847	0.004058253	0.03437745								
HIP1R	-0.394953101	7.063607204	8.257219848	0.004059024	0.03437745								
SERP1	0.368355853	6.28860369	8.24912556	0.004077164	0.034499822								
ENTHD2	-0.646028486	4.134433488	8.248653856	0.004078223	0.034499822								
HSD3B7	0.746789972	2.12464796	8.245316221	0.004085729	0.034527762								
ZNF311	-0.770355568	2.75479149	8.245071265	0.00408628	0.034527762								
KCNJ2	-0.860870366	5.258039682	8.239276836	0.004099346	0.034599382								
LOC104968518	-0.495790818	3.406861037	8.238877582	0.004100248	0.034599382								
SLC38A5	-0.581106812	3.089530657	8.237402183	0.004103582	0.034599382								
RIMBP3B	1.416011547	-0.50177979	8.237091586	0.004104285	0.034599382								
F2RL2	0.925444095	1.693331644	8.234819947	0.004109425	0.03462262								
SMARCA1	-0.809364768	1.523419865	8.231602915	0.004116715	0.034663938								
TXNDC17	0.746678464	3.29787075	8.229505871	0.004121475	0.034683907								
SLC35F6	0.542372311	5.157513253	8.225746709	0.004130021	0.034735699								
MS4A7	0.678459412	6.583723292	8.223831046	0.004134383	0.034736719								
NKD2	-1.203282254	0.915571367	8.22359299	0.004134925	0.034736719								
LOC104968436	-0.656116136	4.271695729	8.218263172	0.004147087	0.034818753								
IRF1	0.738004854	9.373385507	8.215802876	0.004152714	0.03484585								
NAV2	-0.74013328	1.921877407	8.214486716	0.004155727	0.034851								
TMC8	-0.336452317	6.782673483	8.213107496	0.004158887	0.034857374								
RANGAP1	-0.335642555	6.515477356	8.209681506	0.004166746	0.034886893								
LONP2	0.307041883	6.582479559	8.209478597	0.004167212	0.034886893								
SPPL2A	0.335727424	6.76905497	8.207845889	0.004170964	0.034898185								
C5AR1	-0.698243152	7.560354641	8.205926292	0.004175379	0.034903685								
ARHGAP28	1.458168404	1.52189805	8.205470753	0.004176427	0.034903685								
PAPSS2	0.465576238	6.474951655	8.202748015	0.004182699	0.034935984								
PHGDH	-0.435147331	8.681586029	8.201006338	0.004186716	0.034935984								
OCLN	-1.380508273	0.346785233	8.200258965	0.004188441	0.034935984								
THEMIS2	0.447210419	7.429356948	8.199621543	0.004189913	0.034935984								
ZNF366	1.51651838	-0.344533284	8.195342704	0.004199806	0.034997483								
HDAC10	-0.501855821	3.988826443	8.194348804	0.004202107	0.034997483								
DTX3	-0.501159375	3.870181332	8.190810033	0.004210312	0.03504572								
TARSL2	-1.384364822	1.870785114	8.18821046	0.004216349	0.035075874								
C18H16orf74	-0.381873608	5.213051841	8.184318716	0.004225404	0.035118168								
KCNK5	-0.474039617	4.650182153	8.183947573	0.004226269	0.035118168								
THEG	-5.516811795	-0.916816537	8.180070512	0.004235311	0.035173183								
LGALS12	-0.643167083	4.108831684	8.172813748	0.004252289	0.035294								
TMCO4	0.391779739	5.330964593	8.170888109	0.004256806	0.035311311								
TRIB2	-0.564115231	5.164103794	8.166410619	0.004267327	0.035378383								
SEMA3G	-0.825507238	2.231527014	8.164294449	0.004272309	0.03539948								
PAQR6	-0.751826856	2.185017575	8.162337013	0.004276922	0.035417502								
FOXP3	-0.662518943	2.188362823	8.159955517	0.004282542	0.035443832								
PRSS33	-0.905487414	2.161785325	8.154818904	0.004294689	0.03552412								
TMCO1	0.309690241	5.20802196	8.148664594	0.004309288	0.035620869								
CCDC183	-1.096700967	0.466462286	8.147822423	0.00431129	0.035620869								
EXOSC2	-0.316113865	5.145412193	8.134961766	0.004341976	0.035854011								
PLEKHA1	-0.607063432	7.237831125	8.133508426	0.004345458	0.035862374								
F2	-1.197497722	0.030919291	8.125897822	0.004363737	0.03594127								
YBX3	-0.749686949	6.736214466	8.125096021	0.004365667	0.03594127								
LOC101904475	-0.819195503	2.175637656	8.124395466	0.004367354	0.03594127								
KCNQ5	-1.134157802	6.377215223	8.122849962	0.004371079	0.03594127								
TPPP	-0.809707223	3.437186107	8.122732057	0.004371363	0.03594127								
ZFAND2B	-0.390594537	5.5635715	8.122363198	0.004372253	0.03594127								
LOC104974468	-1.344940956	-0.480954998	8.122327449	0.004372339	0.03594127								
PDZRN3	-1.690595267	-0.229901628	8.118931563	0.004380537	0.03598829								
EHMT2	-0.342939058	6.396919191	8.114620434	0.004390967	0.036053584								
CD300A	0.62873657	6.018019661	8.111523817	0.004398474	0.036094819								
LOC107131247	2.77024007	5.018443027	8.108120047	0.004406741	0.036142239								
ZNF398	-0.447252707	4.163245432	8.099799803	0.004427015	0.036263384								
IFI35	0.42930717	6.05091573	8.099583445	0.004427543	0.036263384								
SNRNP70	-0.406196545	7.753851641	8.098986675	0.004429001	0.036263384								
LOC511847	0.593296315	4.518953783	8.095078657	0.004438561	0.036315551								
LOC100337457	0.450182514	5.029211736	8.092900264	0.004443899	0.036315551								
ARMCX4	-0.782694261	2.003620973	8.090953055	0.004448676	0.036315551								
RAPH1	-0.950982528	2.267300982	8.090375078	0.004450095	0.036315551								
SLC30A4	-0.73138901	2.993083763	8.090360227	0.004450132	0.036315551								
LOC101905172	-1.182402527	4.714679182	8.09006229	0.004450863	0.036315551								
ALDH1A1	1.530037709	0.047511948	8.089243666	0.004452874	0.036315551								
LTBP1	-0.67494364	4.905049946	8.08423499	0.004465198	0.036377379								
XPC	-0.372803415	6.644433777	8.083805486	0.004466256	0.036377379								
NDFIP2	0.320575018	5.705288079	8.082869729	0.004468563	0.036377379								
RGS3	-0.387206346	6.127823408	8.081399202	0.00447219	0.036377379								
SEC14L5	1.060734654	3.483488917	8.08108018	0.004472978	0.036377379								
SCN9A	1.532954896	0.816490778	8.079456699	0.004476987	0.036389608								
LOC504548	0.888379061	7.396137024	8.065084186	0.004512638	0.036658873								
GCC2	0.418155332	5.505849651	8.060232353	0.004524738	0.036736624								
SLC35E3	0.45271424	3.765811099	8.042722318	0.004568683	0.037055442								
ZHX3	-0.559506939	3.125068707	8.042553582	0.004569108	0.037055442								
ZNF438	-0.762221228	2.932774293	8.041173809	0.00457259	0.037062983								
FOLR2	-1.254647806	0.485821213	8.033087617	0.004593048	0.037189901								
RSU1	0.867986684	7.562713529	8.032139149	0.004595453	0.037189901								
MFAP3	0.442308287	5.697732219	8.03195161	0.004595929	0.037189901								
HMMR	0.498551358	4.22941636	8.029874277	0.004601203	0.037211848								
BIN1	0.297476908	7.013550171	8.023258262	0.004618041	0.037327241								
SCO1	0.283182327	5.745840182	8.019832428	0.004626785	0.037367536								
EML3	-0.425533676	6.704466637	8.019289661	0.004628172	0.037367536								
LOC506364	-0.554846788	5.236911185	8.009594341	0.004653016	0.037547254								
CD79A	-0.524202342	8.02507683	8.008576285	0.004655633	0.037547509								
LOC100337293	-0.509143222	4.720770583	8.003239245	0.004669374	0.037637438								
FOXP1	-0.653581122	7.248582058	7.99974831	0.004678385	0.037689155								
UXT	-0.524733596	5.190591589	7.98886735	0.004706585	0.037895314								
RBCK1	0.36376483	7.217961404	7.98531936	0.004715818	0.037948615								
BCL2L1	0.672855474	5.814566308	7.98359543	0.00472031	0.037963736								
FBXO31	-0.333175967	5.855827709	7.981200149	0.00472656	0.037992961								
LOC101909736	-2.777355475	0.259411578	7.972084974	0.004750419	0.038163627								
API5	0.411079166	6.114445176	7.969471982	0.004757281	0.03819763								
STAC2	-1.008501867	3.160575434	7.965406204	0.004767979	0.038262373								
SELP	1.518151221	4.874875093	7.959498311	0.004783567	0.038366269								
NMT1	0.271909565	6.181610651	7.956313068	0.004791993	0.038412637								
TUBB3	-0.525476645	3.747933219	7.953887451	0.00479842	0.038442937								
LOC100299045	1.26063673	3.012541508	7.952539722	0.004801994	0.038450367								
FAM219A	-0.512320119	3.189627188	7.944256869	0.004824022	0.038605468								
MAP3K8	0.451158304	6.377496505	7.943014591	0.004827335	0.038610706								
ITGA3	-0.778932782	2.063250108	7.937303151	0.004842595	0.038711444								
LOC538493	-0.655540318	5.518723027	7.935878346	0.00484641	0.038720627								
CLEC6A	1.489290454	3.688207787	7.933688807	0.004852278	0.038746196								
FNDC4	-1.055274928	0.75077933	7.929959579	0.004862288	0.038800749								
FBLIM1	-1.278409968	-0.131466132	7.929154634	0.004864452	0.038800749								
GRB7	-0.987770858	2.659026825	7.924931815	0.004875818	0.038870066								
TLE4	-0.335118409	6.137990345	7.919683248	0.004889983	0.038961606								
RASEF	-1.290145931	-0.24868304	7.917249993	0.004896564	0.038983719								
TUFT1	1.614939816	1.207297459	7.916498266	0.004898599	0.038983719								
LOC107131738	-1.07601134	3.802622213	7.914477848	0.004904073	0.038983719								
LOC104974253	-0.637840345	2.558712286	7.913874414	0.004905709	0.038983719								
DDX19B	0.339918781	5.822956334	7.913701523	0.004906178	0.038983719								
SLIT3	-1.064064435	1.262818748	7.905267911	0.004929104	0.039144471								
CYB5R3	-0.402697463	6.680604896	7.899955487	0.004943601	0.039238148								
PITPNC1	-0.465897077	5.437760441	7.88545194	0.004983402	0.039532452								
CASP4	0.788706707	8.108171242	7.881767989	0.004993564	0.039591438								
ITSN1	0.510540569	4.234446447	7.874453241	0.005013803	0.039730216								
SPPL3	-0.290061408	5.883508033	7.867768572	0.005032372	0.039855615								
ZNF76	-0.400906417	4.90995097	7.864942263	0.005040244	0.039896206								
